branch,day_of_week,hour,avg_active_employees,median_active_employees,min_active_employees,max_active_employees,slot_observations,observed_days,support_rows,slot_num_orders,branch_total_customer_rows_in_overlap,branch_total_num_orders_in_overlap,branch_staffed_slot_count,shape_weight_rows,shape_support_strength,shape_weight_num_orders,avg_sales_total_customers,avg_sales_delivery_customers,avg_sales_delivery_share,delivery_customer_profiles,delivery_num_orders,observed_profile_share,share_source,confidence,note,recent_revenue_month,recent_revenue,recent_revenue_share_staffed_branches,overlap_proxy_order_share,sales_to_proxy_gap_ratio,sales_calibration_multiplier,delivery_share_low,delivery_share_base,delivery_share_high,multiplier_low_demand,multiplier_base_demand,multiplier_high_demand,delivery_orders_est,total_orders_est_low,total_orders_est_base,total_orders_est_high,shift_bucket,shift_target,branch_target,target_orders_per_employee,required_employees_low,required_employees_base,required_employees_high,gap_low,gap_base,gap_high,status,explanation
Conut - Tyre,Friday,21,2.75,2.5,2,4,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.75,-1.75,-1.75,overstaffed,"Conut - Tyre on Friday at 21:00 — overstaffed. Active: 2.8, required: 1.0 (gap=-1.8). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.8 employees."
Conut - Tyre,Friday,22,2.5,2.5,2,3,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.5,-1.5,-1.5,overstaffed,"Conut - Tyre on Friday at 22:00 — overstaffed. Active: 2.5, required: 1.0 (gap=-1.5). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.5 employees."
Conut - Tyre,Friday,23,2.25,2.5,1,3,4,4,2,2.0,21,23,96,0.0952380952380952,1.0,0.0869565217391304,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,2.1905,72.022,86.4263,108.033,evening,19.2059,20.6245,19.2059,4,5,6,1.75,2.75,3.75,understaffed,"Conut - Tyre on Friday at 23:00 — understaffed. Active: 2.2, required: 5.0 (gap=+2.8). Estimated orders: 86.4 total, 2.2 delivery. Need 2.8 more employees."
Conut - Tyre,Monday,11,1.0,1.0,1,1,2,2,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,morning,,20.6245,20.6245,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Monday at 11:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Monday,12,1.0,1.0,1,1,2,2,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Monday at 12:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Monday,13,1.0,1.0,1,1,2,2,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Monday at 13:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Monday,14,1.67,2.0,1,2,3,3,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,-0.67,-0.67,-0.67,balanced,"Conut - Tyre on Monday at 14:00 — balanced. Active: 1.7, required: 1.0 (gap=-0.7). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Monday,15,2.25,2.0,2,3,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,-1.25,-1.25,-1.25,overstaffed,"Conut - Tyre on Monday at 15:00 — overstaffed. Active: 2.2, required: 1.0 (gap=-1.2). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.2 employees."
Conut - Tyre,Monday,16,2.2,2.0,1,3,5,5,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,-1.2,-1.2,-1.2,overstaffed,"Conut - Tyre on Monday at 16:00 — overstaffed. Active: 2.2, required: 1.0 (gap=-1.2). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.2 employees."
Conut - Tyre,Monday,17,2.2,2.0,1,3,5,5,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.2,-1.2,-1.2,overstaffed,"Conut - Tyre on Monday at 17:00 — overstaffed. Active: 2.2, required: 1.0 (gap=-1.2). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.2 employees."
Conut - Tyre,Monday,18,2.2,2.0,1,3,5,5,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.2,-1.2,-1.2,overstaffed,"Conut - Tyre on Monday at 18:00 — overstaffed. Active: 2.2, required: 1.0 (gap=-1.2). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.2 employees."
Conut - Tyre,Monday,19,2.2,2.0,1,3,5,5,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.2,-1.2,-1.2,overstaffed,"Conut - Tyre on Monday at 19:00 — overstaffed. Active: 2.2, required: 1.0 (gap=-1.2). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.2 employees."
Conut - Tyre,Monday,20,2.2,2.0,1,3,5,5,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.2,-1.2,-1.2,overstaffed,"Conut - Tyre on Monday at 20:00 — overstaffed. Active: 2.2, required: 1.0 (gap=-1.2). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.2 employees."
Conut - Tyre,Monday,21,2.2,2.0,1,3,5,5,1,1.0,21,23,96,0.0476190476190476,1.0,0.0434782608695652,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,1.0952,36.011,43.2132,54.0165,evening,19.2059,20.6245,19.2059,2,3,3,-0.2,0.8,0.8,balanced,"Conut - Tyre on Monday at 21:00 — balanced. Active: 2.2, required: 3.0 (gap=+0.8). Estimated orders: 43.2 total, 1.1 delivery. Staffing level is appropriate."
Conut - Tyre,Monday,22,2.0,2.0,1,3,5,5,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.0,-1.0,-1.0,overstaffed,"Conut - Tyre on Monday at 22:00 — overstaffed. Active: 2.0, required: 1.0 (gap=-1.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.0 employees."
Conut - Tyre,Monday,23,1.8,2.0,1,2,5,5,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-0.8,-0.8,-0.8,balanced,"Conut - Tyre on Monday at 23:00 — balanced. Active: 1.8, required: 1.0 (gap=-0.8). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Saturday,11,1.0,1.0,1,1,1,1,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,morning,,20.6245,20.6245,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Saturday at 11:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Saturday,12,1.0,1.0,1,1,2,2,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Saturday at 12:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Saturday,13,1.0,1.0,1,1,2,2,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Saturday at 13:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Saturday,14,1.75,2.0,1,2,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,-0.75,-0.75,-0.75,balanced,"Conut - Tyre on Saturday at 14:00 — balanced. Active: 1.8, required: 1.0 (gap=-0.8). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Saturday,15,2.75,3.0,2,3,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,-1.75,-1.75,-1.75,overstaffed,"Conut - Tyre on Saturday at 15:00 — overstaffed. Active: 2.8, required: 1.0 (gap=-1.8). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.8 employees."
Conut - Tyre,Saturday,16,3.0,3.0,2,4,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,-2.0,-2.0,-2.0,overstaffed,"Conut - Tyre on Saturday at 16:00 — overstaffed. Active: 3.0, required: 1.0 (gap=-2.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 2.0 employees."
Conut - Tyre,Saturday,17,3.25,3.0,3,4,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-2.25,-2.25,-2.25,overstaffed,"Conut - Tyre on Saturday at 17:00 — overstaffed. Active: 3.2, required: 1.0 (gap=-2.2). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 2.2 employees."
Conut - Tyre,Saturday,18,3.25,3.0,3,4,4,4,1,1.0,21,23,96,0.0476190476190476,1.0,0.0434782608695652,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,1.0952,36.011,43.2132,54.0165,evening,19.2059,20.6245,19.2059,2,3,3,-1.25,-0.25,-0.25,balanced,"Conut - Tyre on Saturday at 18:00 — balanced. Active: 3.2, required: 3.0 (gap=-0.2). Estimated orders: 43.2 total, 1.1 delivery. Staffing level is appropriate."
Conut - Tyre,Saturday,19,3.25,3.0,3,4,4,4,1,1.0,21,23,96,0.0476190476190476,1.0,0.0434782608695652,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,1.0952,36.011,43.2132,54.0165,evening,19.2059,20.6245,19.2059,2,3,3,-1.25,-0.25,-0.25,balanced,"Conut - Tyre on Saturday at 19:00 — balanced. Active: 3.2, required: 3.0 (gap=-0.2). Estimated orders: 43.2 total, 1.1 delivery. Staffing level is appropriate."
Conut - Tyre,Saturday,20,3.0,3.0,2,4,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-2.0,-2.0,-2.0,overstaffed,"Conut - Tyre on Saturday at 20:00 — overstaffed. Active: 3.0, required: 1.0 (gap=-2.0). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 2.0 employees."
Conut - Tyre,Saturday,21,2.75,3.0,2,3,4,4,2,3.0,21,23,96,0.0952380952380952,1.0,0.1304347826086956,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,2.1905,72.022,86.4263,108.033,evening,19.2059,20.6245,19.2059,4,5,6,1.25,2.25,3.25,understaffed,"Conut - Tyre on Saturday at 21:00 — understaffed. Active: 2.8, required: 5.0 (gap=+2.2). Estimated orders: 86.4 total, 2.2 delivery. Need 2.2 more employees."
Conut - Tyre,Saturday,22,2.75,3.0,2,3,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.75,-1.75,-1.75,overstaffed,"Conut - Tyre on Saturday at 22:00 — overstaffed. Active: 2.8, required: 1.0 (gap=-1.8). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.8 employees."
Conut - Tyre,Saturday,23,2.75,3.0,2,3,4,4,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,evening,19.2059,20.6245,19.2059,1,1,1,-1.75,-1.75,-1.75,overstaffed,"Conut - Tyre on Saturday at 23:00 — overstaffed. Active: 2.8, required: 1.0 (gap=-1.8). Estimated orders: 0.0 total, 0.0 delivery. Could reduce by 1.8 employees."
Conut - Tyre,Sunday,11,1.0,1.0,1,1,2,2,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,morning,,20.6245,20.6245,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Sunday at 11:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Sunday,12,1.0,1.0,1,1,2,2,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Sunday at 12:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
Conut - Tyre,Sunday,13,1.0,1.0,1,1,3,3,0,0.0,21,23,96,0.0,1.0,0.0,3117.0,79.0,0.025345,89,94,0.0285530959255694,avg_sales_menu_delivery_share,high,,2025-12-01,1024205946.3,0.146806,0.103604,1.417,1.0,0.020276,0.025345,0.030414,32.8796,39.4555,49.3194,0.0,0.0,0.0,0.0,afternoon,32.4911,20.6245,32.4911,1,1,1,0.0,0.0,0.0,balanced,"Conut - Tyre on Sunday at 13:00 — balanced. Active: 1.0, required: 1.0 (gap=+0.0). Estimated orders: 0.0 total, 0.0 delivery. Staffing level is appropriate."
