branch,customer,basket_id,item,qty,price
Conut - Tyre,Person_0132,4,NUTELLA SAUCE . (R),1.0,0.0
Conut - Tyre,Person_0132,4,PISTACHIO TOPPING,1.0,0.0
Conut - Tyre,Person_0132,4,"STRAWBERRY , (R)",1.0,0.0
Conut - Tyre,Person_0132,4,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0
Conut - Tyre,Person_0133,5,BROWNIES . (R),-1.0,0.0
Conut - Tyre,Person_0133,5,BROWNIES . (R),1.0,0.0
Conut - Tyre,Person_0133,5,"CARAMEL SAUCE, (R)",1.0,0.0
Conut - Tyre,Person_0133,5,"CARAMEL SAUCE, (R)",1.0,0.0
Conut - Tyre,Person_0133,5,"CARAMEL SAUCE, (R)",-1.0,0.0
Conut - Tyre,Person_0133,5,"CARAMEL SAUCE, (R)",-1.0,0.0
Conut - Tyre,Person_0133,5,CHIMNEY BERRY MIX,-1.0,-1251486.48
Conut - Tyre,Person_0133,5,CHIMNEY BERRY MIX,1.0,1251486.48
Conut - Tyre,Person_0133,5,CHIMNEY THE ONE,1.0,1251486.48
Conut - Tyre,Person_0133,5,CHIMNEY THE ONE,1.0,1251486.48
Conut - Tyre,Person_0133,5,CHIMNEY THE ONE,-1.0,-1251486.48
Conut - Tyre,Person_0133,5,CHIMNEY THE ONE,-1.0,-1251486.48
Conut - Tyre,Person_0133,5,CHIMNEY TRIPLE CHOCOLATE,-1.0,-1311081.08
Conut - Tyre,Person_0133,5,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut - Tyre,Person_0133,5,CLASSIC CHIMNEY,1.0,595945.95
Conut - Tyre,Person_0133,5,CLASSIC CHIMNEY,1.0,595945.95
Conut - Tyre,Person_0133,5,CLASSIC CHIMNEY,-1.0,-595945.95
Conut - Tyre,Person_0133,5,CLASSIC CHIMNEY,-1.0,-595945.95
Conut - Tyre,Person_0133,5,DELIVERY CHARGE,-1.0,-238378.38
Conut - Tyre,Person_0133,5,DELIVERY CHARGE,1.0,238378.38
Conut - Tyre,Person_0133,5,NO SPREAD,1.0,0.0
Conut - Tyre,Person_0133,5,NO SPREAD,1.0,0.0
Conut - Tyre,Person_0133,5,NO SPREAD,-1.0,0.0
Conut - Tyre,Person_0133,5,NO SPREAD,-1.0,0.0
Conut - Tyre,Person_0133,5,"NUTELLA SAUCE,(R)",-1.0,0.0
Conut - Tyre,Person_0133,5,"NUTELLA SAUCE,(R)",-1.0,0.0
Conut - Tyre,Person_0133,5,"NUTELLA SAUCE,(R)",1.0,0.0
Conut - Tyre,Person_0133,5,"NUTELLA SAUCE,(R)",1.0,0.0
Conut - Tyre,Person_0133,5,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut - Tyre,Person_0133,5,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut - Tyre,Person_0133,5,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut - Tyre,Person_0133,5,NUTELLA SPREAD CHIMNEY.,-1.0,0.0
Conut - Tyre,Person_0133,5,NUTELLA SPREAD CHIMNEY.,-1.0,0.0
Conut - Tyre,Person_0133,5,NUTELLA SPREAD CHIMNEY.,-1.0,0.0
Conut - Tyre,Person_0133,5,PRESSED,-1.0,0.0
Conut - Tyre,Person_0133,5,PRESSED,-1.0,0.0
Conut - Tyre,Person_0133,5,PRESSED,1.0,0.0
Conut - Tyre,Person_0133,5,PRESSED,1.0,0.0
Conut - Tyre,Person_0133,5,"STRAWBERRY,(R)",1.0,0.0
Conut - Tyre,Person_0133,5,"STRAWBERRY,(R)",1.0,0.0
Conut - Tyre,Person_0133,5,"STRAWBERRY,(R)",-1.0,0.0
Conut - Tyre,Person_0133,5,"STRAWBERRY,(R)",-1.0,0.0
Conut - Tyre,Person_0133,5,"WHIPPED CREAM   ,",-1.0,0.0
Conut - Tyre,Person_0133,5,"WHIPPED CREAM   ,",1.0,0.0
Conut - Tyre,Person_0133,5,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut - Tyre,Person_0133,5,WHITE CHOCOLATE SPREAD CHIMNEY.,-1.0,0.0
Conut - Tyre,Person_0134,6,DELIVERY CHARGE,1.0,238378.38
Conut - Tyre,Person_0134,6,MINI BERRY MIX,1.0,507216.22
Conut - Tyre,Person_0134,6,MINI PISTACHIO,1.0,626405.41
Conut - Tyre,Person_0134,6,"NO SPREAD,.",1.0,0.0
Conut - Tyre,Person_0134,6,"NUTELLA SAUCE ,(R)",1.0,0.0
Conut - Tyre,Person_0134,6,NUTELLA SPREAD MINI.,1.0,0.0
Conut - Tyre,Person_0134,6,PISTACHIO TOPPING.,1.0,0.0
Conut - Tyre,Person_0134,6,STRAWBERRY .(R),1.0,0.0
Conut - Tyre,Person_0134,6,WHIPPED CREAM  .,1.0,0.0
Conut - Tyre,Person_0135,7,"CARAMEL SAUCE, (R)",1.0,0.0
Conut - Tyre,Person_0135,7,CHIMNEY THE ONE,1.0,1251486.48
Conut - Tyre,Person_0135,7,DELIVERY CHARGE,1.0,238378.38
Conut - Tyre,Person_0135,7,NUTELLA SAUCE.,1.0,178783.78
Conut - Tyre,Person_0135,7,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut - Tyre,Person_0135,7,"STRAWBERRY,(R)",1.0,0.0
Conut - Tyre,Person_0136,8,WATER,1.0,79459.45
Conut - Tyre,Person_0137,9,CRISPY CREPE . (R),1.0,0.0
Conut - Tyre,Person_0137,9,"CRUSHED LOTUS , (R)",1.0,0.0
Conut - Tyre,Person_0137,9,"CRUSHED OREO, (R)",1.0,0.0
Conut - Tyre,Person_0137,9,ICE CREAM BOWL,1.0,595945.95
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,BOSTON CHEESECAKE MINI,1.0,0.0
Conut Jnah,Person_0137,9,BOSTON CHEESECAKE MINI,-1.0,0.0
Conut Jnah,Person_0137,9,DELIVERY CHARGE,-1.0,-238378.38
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,PISTACHIO MINI,1.0,0.0
Conut Jnah,Person_0137,9,PISTACHIO MINI,-1.0,0.0
Conut Jnah,Person_0137,9,THE ONE MINI,-1.0,0.0
Conut Jnah,Person_0137,9,THE ONE MINI,1.0,0.0
Conut Jnah,Person_0137,9,THE SHARING BOX.,1.0,1668648.66
Conut Jnah,Person_0137,9,THE SHARING BOX.,-1.0,-1668648.66
Conut Jnah,Person_0137,9,TRIPLE CHOCOLATE MINI,-1.0,0.0
Conut Jnah,Person_0137,9,TRIPLE CHOCOLATE MINI,1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,PRESSED,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,ADD ICE CREAM,1.0,476756.75
Conut Jnah,Person_0137,9,CHIMNEY BERRY MIX,1.0,1251486.48
Conut Jnah,Person_0137,9,CHIMNEY BOSTON CHEESECAKE,1.0,1311081.08
Conut Jnah,Person_0137,9,CRUSHED LOTUS .(R),1.0,0.0
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0137,9,"NO SPREAD,,",1.0,0.0
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"WHIPPED CREAM   ,",1.0,0.0
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut Jnah,Person_0137,9,CONUT BITES,1.0,655540.55
Conut Jnah,Person_0137,9,CONUT BITES,1.0,655540.55
Conut Jnah,Person_0137,9,DARK CHOCOLATE DIP.(R),1.0,0.0
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,LOTUS DIP.(R),1.0,0.0
Conut Jnah,Person_0137,9,NO SPREAD,1.0,0.0
Conut Jnah,Person_0137,9,NO TOPPINGS,1.0,0.0
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"BROWNIES , (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY BERRY MIX,1.0,1251486.48
Conut Jnah,Person_0137,9,CONUT THE ONE,1.0,893918.92
Conut Jnah,Person_0137,9,CONUT TRIPLE CHOCOLATE,1.0,924378.38
Conut Jnah,Person_0137,9,"CRUSHED LOTUS , (R)",1.0,0.0
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0137,9,"WHIPPED CREAM   ,",1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,"LOTUS SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,STRAWBERRY.,1.0,178783.78
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0137,9,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,REGULAR,1.0,0.0
Conut Jnah,Person_0137,9,REGULAR,1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,BOSTON CHEESECAKE MINI,1.0,0.0
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,CHIMNEY TRIPLE CHOCOLATE,1.0,1311081.08
Conut Jnah,Person_0137,9,CRUSHED OREO .(R),1.0,0.0
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NO SPREAD,1.0,0.0
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SAUCE.,1.0,178783.78
Conut Jnah,Person_0137,9,PISTACHIO MINI,1.0,0.0
Conut Jnah,Person_0137,9,STRAWBERRY.,1.0,178783.78
Conut Jnah,Person_0137,9,THE ONE MINI,1.0,0.0
Conut Jnah,Person_0137,9,THE SHARING BOX.,1.0,1668648.66
Conut Jnah,Person_0137,9,TRIPLE CHOCOLATE MINI,1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,CONUT BERRY MIX,1.0,893918.92
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0137,9,"WHIPPED CREAM  ,",1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ORIGINAL,1.0,1191891.89
Conut Jnah,Person_0137,9,CONUT BERRY MIX,1.0,893918.92
Conut Jnah,Person_0137,9,CONUT THE ONE,1.0,893918.92
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY , (R)",1.0,0.0
Conut Jnah,Person_0137,9,"WHIPPED CREAM  ,",1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,LOTUS SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY BOSTON CHEESECAKE,1.0,1311081.08
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,CHIMNEY THE ORIGINAL,1.0,1191891.89
Conut Jnah,Person_0137,9,CRUSHED LOTUS .(R),1.0,0.0
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,ICE CREAM ON THE SIDE,1.0,0.0
Conut Jnah,Person_0137,9,"NO SPREAD,,",1.0,0.0
Conut Jnah,Person_0137,9,NO TOPPINGS,1.0,0.0
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY BERRY MIX,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"WHIPPED CREAM   ,",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,LOTUS SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,NO TOPPINGS,1.0,0.0
Conut Jnah,Person_0137,9,NO TOPPINGS,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,BOSTON CHEESECAKE CONUT,1.0,0.0
Conut Jnah,Person_0137,9,"BROWNIES , (R)",1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE , (R)",1.0,0.0
Conut Jnah,Person_0137,9,CONUT COMBO,1.0,2741351.34
Conut Jnah,Person_0137,9,CONUT THE ONE,1.0,893918.92
Conut Jnah,Person_0137,9,CONUT THE ONE,1.0,893918.92
Conut Jnah,Person_0137,9,CONUT TRIPLE CHOCOLATE,1.0,924378.38
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0137,9,PISTACHIO CONUT,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY , (R)",1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY , (R)",1.0,0.0
Conut Jnah,Person_0137,9,THE ONE CONUT,1.0,0.0
Conut Jnah,Person_0137,9,TRIPLE CHOCOLATE CONUT,1.0,0.0
Conut Jnah,Person_0137,9,WHITE CHOCOLATE SPREAD CONUT.,1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0137,9,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0137,9,CLASSIC CHIMNEY,1.0,595945.95
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,PRESSED,1.0,0.0
Conut Jnah,Person_0137,9,PRESSED,1.0,0.0
Conut Jnah,Person_0137,9,CAFFE LATTE,1.0,417162.16
Conut Jnah,Person_0137,9,"CARAMEL SAUCE  ,(R)",1.0,0.0
Conut Jnah,Person_0137,9,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0137,9,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0137,9,DELIVERY CHARGE,1.0,238378.38
Conut Jnah,Person_0137,9,FULL FAT MILK,1.0,0.0
Conut Jnah,Person_0137,9,HOT,1.0,0.0
Conut Jnah,Person_0137,9,MINI THE ONE,1.0,507216.22
Conut Jnah,Person_0137,9,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0137,9,NUTELLA SPREAD MINI.,1.0,0.0
Conut Jnah,Person_0137,9,REGULAR.,1.0,0.0
Conut Jnah,Person_0137,9,STRAWBERRY .(R),1.0,0.0
Conut Jnah,Person_0137,9,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0138,10,BROWNIES . (R),1.0,0.0
Conut Jnah,Person_0138,10,"CARAMEL SAUCE, (R)",1.0,0.0
Conut Jnah,Person_0138,10,CHIMNEY PISTACHIO,1.0,1430270.27
Conut Jnah,Person_0138,10,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0138,10,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0138,10,CHIMNEY THE ONE,1.0,1251486.48
Conut Jnah,Person_0138,10,CONUT TRIPLE CHOCOLATE,1.0,924378.38
Conut Jnah,Person_0138,10,HOT,1.0,0.0
Conut Jnah,Person_0138,10,HOT,1.0,0.0
Conut Jnah,Person_0138,10,"NO SPREAD,,",1.0,0.0
Conut Jnah,Person_0138,10,NUTELLA SAUCE . (R),1.0,0.0
Conut Jnah,Person_0138,10,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0138,10,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0138,10,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0138,10,"NUTELLA SAUCE,(R)",1.0,0.0
Conut Jnah,Person_0138,10,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0138,10,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0138,10,NUTELLA SPREAD CHIMNEY.,1.0,0.0
Conut Jnah,Person_0138,10,REGULAR.,1.0,0.0
Conut Jnah,Person_0138,10,REGULAR.,1.0,0.0
Conut Jnah,Person_0138,10,SINGLE ESPRESSO,1.0,238378.38
Conut Jnah,Person_0138,10,SINGLE ESPRESSO,1.0,238378.38
Conut Jnah,Person_0138,10,"STRAWBERRY , (R)",1.0,0.0
Conut Jnah,Person_0138,10,"STRAWBERRY,(R)",1.0,0.0
Conut Jnah,Person_0138,10,"STRAWBERRY,(R)",1.0,0.0
