branch,division,group,item,qty,amount,is_modifier,category,item_sales_share_within_branch,item_rank_within_branch,item_rank_within_division
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"CRUSHED OREO, (R)",46.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"CRUSHED LOTUS , (R)",167.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"SPRINKLES , (R)",55.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"BROWNIES , (R)",824.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,SALTED CARAMEL SAUCE . (R),1.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,WHIPPED CREAM . (P),8.0,243675.67,False,core_food,4.4e-05,101.0,9.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"LOTUS SAUCE , (R)",47.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"WHITE CHOCOLATE SAUCE , (R)",6.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"CARAMEL SAUCE , (R)",586.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,NO TOPPINGS.,75.0,0.0,True,modifier,,,
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"RASPBERRIES, (P)",15.0,456891.88,False,core_food,8.3e-05,92.0,6.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"DARK CHOCOLATE CHIPS, (P)",25.0,761486.46,False,core_food,0.000138,84.0,4.0
Conut - Tyre,FREE CONUT TOP,FREE CONUT TOP,"GRANOLA BERRIES, (P)",22.0,670108.08,False,core_food,0.000122,87.0,5.0
